Country,Year,Disease Name,Prevalence Rate (%),Incidence Rate (%),Mortality Rate (%),Age Group,Gender,Healthcare Access (%),Doctors per 1000,Hospital Beds per 1000,Treatment Type,Average Treatment Cost (USD),Availability of Vaccines/Treatment,Recovery Rate (%),DALYs,Improvement in 5 Years (%),Per Capita Income (USD),Education Index,Urbanization Rate (%),Prevalence Category,Disease Category_Bacterial,Disease Category_Cardiovascular,Disease Category_Chronic,Disease Category_Genetic,Disease Category_Infectious,Disease Category_Metabolic,Disease Category_Neurological,Disease Category_Parasitic,Disease Category_Respiratory,Disease Category_Viral
Mexico,2004,Leprosy,15.3,4.86,8.02,61+,1,72.65,4.25,8.1,Vaccination,32914,Yes,63.77,3671,2.04,78209,0.89,22.28,Very High,False,False,False,False,False,True,False,False,False,False
Nigeria,2000,Diabetes,17.21,13.91,3.8,19-35,0,57.79,3.72,5.2,Surgery,47271,No,83.48,4600,7.82,57211,0.8,31.65,Very High,False,False,False,False,False,True,False,False,False,False
India,2010,Measles,19.22,0.2,4.35,36-60,1,77.8,0.93,3.98,Therapy,7668,Yes,89.23,4503,3.17,78907,0.48,82.42,Very High,True,False,False,False,False,False,False,False,False,False
Italy,2019,Zika,9.6,6.28,6.66,19-35,0,56.84,0.91,3.9,Vaccination,154,Yes,93.33,3144,7.77,17824,0.57,32.39,Medium,False,False,False,False,False,False,False,False,False,True
USA,2001,Alzheimer's Disease,15.92,0.31,0.2,36-60,1,95.67,3.57,2.95,Vaccination,48126,No,72.62,2622,6.4,11783,0.85,53.47,Very High,False,False,True,False,False,False,False,False,False,False
Brazil,2021,Diabetes,14.58,0.93,6.96,0-18,2,92.45,1.66,9.52,Surgery,6516,Yes,79.59,560,6.0,42450,0.53,33.94,High,False,False,False,False,False,False,False,False,False,True
Indonesia,2022,Alzheimer's Disease,6.17,1.53,7.17,19-35,0,79.43,1.72,6.03,Surgery,22741,Yes,71.85,1341,0.63,95633,0.47,70.26,Medium,False,False,False,True,False,False,False,False,False,False
Australia,2021,Ebola,12.98,7.51,6.19,0-18,0,56.04,3.0,2.97,Therapy,26851,Yes,53.0,3171,0.38,49023,0.78,64.16,High,False,False,False,False,False,False,False,True,False,False
France,2014,Zika,4.43,7.12,2.93,61+,0,52.21,2.16,1.74,Medication,37284,Yes,64.11,1525,3.89,1511,0.57,28.53,Low,True,False,False,False,False,False,False,False,False,False
Russia,2015,Alzheimer's Disease,12.0,6.28,1.32,61+,2,67.43,1.04,1.08,Medication,22260,No,67.06,757,7.15,89107,0.82,88.62,High,True,False,False,False,False,False,False,False,False,False
Brazil,2021,Malaria,12.12,4.91,5.55,0-18,1,76.47,3.31,9.86,Vaccination,38837,No,76.76,4643,6.57,53833,0.41,64.3,High,False,False,False,False,False,False,False,True,False,False
Canada,2014,Influenza,10.42,3.62,5.96,36-60,2,89.82,1.38,8.14,Vaccination,38262,No,97.61,1752,2.87,98054,0.78,73.6,High,False,False,True,False,False,False,False,False,False,False
Canada,2000,HIV/AIDS,13.31,4.39,7.84,36-60,2,83.2,1.49,9.55,Medication,18563,No,54.24,1897,7.57,61680,0.89,64.41,High,False,False,False,False,False,False,False,True,False,False
USA,2023,Dengue,12.0,5.12,9.81,19-35,1,60.93,2.6,7.1,Surgery,45724,Yes,52.79,2735,9.81,22960,0.84,59.6,High,False,False,False,False,False,False,False,True,False,False
Canada,2003,Ebola,17.29,9.17,4.05,0-18,2,62.54,1.04,9.23,Surgery,27099,Yes,65.21,4657,9.15,70443,0.84,39.7,Very High,False,False,False,False,True,False,False,False,False,False
Japan,2023,Hypertension,10.3,10.92,6.75,36-60,1,76.18,1.33,8.0,Vaccination,39335,No,95.44,3572,0.45,40409,0.45,77.94,High,False,False,False,False,False,False,False,False,False,False
Saudi Arabia,2001,Tuberculosis,2.13,13.69,8.61,0-18,0,64.01,1.47,1.27,Therapy,28091,Yes,58.44,4839,4.98,77372,0.6,23.88,Low,False,False,False,True,False,False,False,False,False,False
Turkey,2022,Measles,11.07,5.28,8.75,61+,1,78.36,4.3,8.66,Therapy,41866,No,65.09,2959,9.1,46246,0.68,89.09,High,False,False,False,False,False,False,True,False,False,False
Argentina,2016,Dengue,17.38,3.9,3.93,61+,0,62.92,0.97,3.58,Medication,18311,No,56.74,1698,1.08,43093,0.66,64.07,Very High,False,False,True,False,False,False,False,False,False,False
South Africa,2002,Ebola,12.54,10.98,5.78,61+,1,61.71,2.88,3.0,Medication,36242,Yes,94.79,390,1.05,28321,0.86,69.45,High,True,False,False,False,False,False,False,False,False,False
USA,2010,Cancer,7.71,5.0,8.34,36-60,0,74.55,0.84,6.82,Therapy,17828,Yes,72.05,1836,5.48,6218,0.61,47.94,Medium,False,False,False,False,False,False,False,False,False,False
USA,2002,Ebola,3.65,2.82,2.87,19-35,2,67.06,1.55,3.43,Medication,36972,Yes,88.55,4111,6.08,71098,0.6,66.03,Low,False,False,False,False,False,False,False,False,False,False
China,2014,Polio,0.55,0.85,3.83,36-60,0,62.89,1.19,1.36,Vaccination,18513,Yes,58.47,4739,4.47,99993,0.69,26.87,Low,False,True,False,False,False,False,False,False,False,False
Canada,2019,Dengue,8.62,7.46,2.31,61+,2,65.51,2.43,0.71,Surgery,39647,Yes,60.5,919,7.95,39674,0.52,29.66,Medium,False,True,False,False,False,False,False,False,False,False
Germany,2022,Dengue,2.36,14.28,6.0,0-18,0,80.18,0.87,9.29,Medication,38795,Yes,57.46,1765,4.44,2091,0.61,23.36,Low,True,False,False,False,False,False,False,False,False,False
Saudi Arabia,2009,Influenza,13.82,10.78,1.48,0-18,0,65.7,2.96,3.62,Surgery,30656,No,70.97,385,9.12,35298,0.84,62.61,High,False,False,False,True,False,False,False,False,False,False
Saudi Arabia,2007,Cancer,2.88,11.6,7.64,61+,0,53.58,2.88,9.16,Surgery,37392,Yes,96.99,280,6.45,50706,0.42,63.81,Low,False,False,False,False,False,False,False,False,False,False
Indonesia,2014,Dengue,9.24,5.42,2.04,36-60,1,84.06,3.35,1.36,Surgery,5165,Yes,98.98,643,6.85,67247,0.66,32.02,Medium,False,True,False,False,False,False,False,False,False,False
Saudi Arabia,2019,Cancer,18.87,7.76,7.43,19-35,0,71.68,4.48,3.37,Medication,22604,Yes,80.65,3827,7.63,55024,0.6,41.05,Very High,False,False,False,False,True,False,False,False,False,False
Mexico,2021,Hepatitis,0.98,14.84,1.87,0-18,1,81.1,4.59,9.12,Surgery,47652,Yes,68.41,1697,2.04,88769,0.78,64.82,Low,False,False,False,False,True,False,False,False,False,False
Russia,2011,HIV/AIDS,3.1,13.44,6.73,0-18,0,76.41,4.72,4.77,Therapy,8447,Yes,82.22,4540,1.03,87643,0.7,32.48,Low,False,False,False,False,False,False,False,False,True,False
Japan,2023,Alzheimer's Disease,12.83,11.95,1.78,36-60,0,83.28,4.8,4.03,Medication,21508,No,65.06,4038,2.92,56181,0.4,22.35,High,False,False,False,False,False,False,False,False,False,True
South Korea,2004,Diabetes,6.24,2.84,6.45,0-18,2,50.25,4.79,7.81,Medication,18787,Yes,77.53,1883,4.18,19424,0.72,73.87,Medium,False,False,True,False,False,False,False,False,False,False
USA,2003,Rabies,0.81,2.0,9.95,0-18,0,70.5,1.52,2.87,Vaccination,11790,No,81.16,4278,3.98,6738,0.71,70.21,Low,False,False,True,False,False,False,False,False,False,False
Turkey,2008,Asthma,17.67,9.65,5.72,61+,1,73.75,1.19,4.66,Vaccination,24422,No,88.73,268,4.2,42215,0.56,72.19,Very High,False,False,True,False,False,False,False,False,False,False
India,2004,Leprosy,16.32,6.57,8.63,36-60,2,55.67,2.17,5.39,Vaccination,44150,Yes,76.45,2320,3.58,19514,0.74,22.11,Very High,False,True,False,False,False,False,False,False,False,False
Russia,2016,Tuberculosis,14.63,1.53,9.92,61+,0,92.16,1.63,6.34,Therapy,25721,No,51.98,1429,4.93,33590,0.47,66.42,High,False,False,False,False,False,False,False,False,True,False
Nigeria,2023,Parkinson's Disease,1.95,9.93,1.62,19-35,1,74.99,3.25,9.31,Therapy,29876,No,61.77,3191,0.01,7414,0.9,64.01,Low,False,False,False,False,False,True,False,False,False,False
Italy,2017,Measles,8.28,1.82,6.26,36-60,0,70.89,3.88,4.55,Therapy,48955,No,83.72,4311,2.59,45967,0.47,83.78,Medium,False,True,False,False,False,False,False,False,False,False
Brazil,2010,Cholera,6.41,11.32,0.99,61+,0,87.33,1.61,8.55,Vaccination,42621,Yes,74.38,2444,9.97,14627,0.42,26.62,Medium,False,False,False,False,False,True,False,False,False,False
South Korea,2015,Hepatitis,10.23,2.62,7.91,36-60,1,96.37,1.95,3.38,Vaccination,24465,No,96.79,3449,5.42,75956,0.9,54.07,High,False,False,False,False,False,True,False,False,False,False
Russia,2005,Zika,18.94,0.55,8.57,0-18,2,82.88,1.87,7.01,Vaccination,28086,Yes,54.8,448,7.26,34306,0.61,83.05,Very High,False,False,False,False,False,False,False,False,True,False
Mexico,2023,COVID-19,18.02,14.36,5.88,19-35,0,69.76,0.52,4.28,Medication,47168,Yes,94.41,294,5.03,91765,0.63,44.95,Very High,False,False,True,False,False,False,False,False,False,False
Germany,2009,Cancer,1.65,8.18,2.08,19-35,1,99.5,3.72,2.34,Therapy,21928,No,74.74,3854,9.26,18716,0.65,35.04,Low,False,False,False,True,False,False,False,False,False,False
Saudi Arabia,2010,Diabetes,19.47,14.21,5.53,36-60,1,70.93,4.8,8.91,Therapy,38904,No,82.36,3554,9.26,82821,0.7,65.47,Very High,False,False,False,True,False,False,False,False,False,False
Brazil,2015,Hepatitis,3.65,4.83,6.12,36-60,2,93.74,0.88,2.25,Therapy,1178,No,83.65,3202,0.69,67077,0.43,57.5,Low,False,False,False,False,False,False,False,False,True,False
Germany,2019,Asthma,12.65,7.75,6.67,36-60,1,85.61,4.36,6.9,Vaccination,43556,Yes,71.0,2579,2.17,55307,0.4,53.83,High,False,False,False,False,False,False,False,False,False,False
France,2004,Malaria,6.33,10.74,8.23,0-18,1,53.54,2.1,6.36,Medication,12538,Yes,69.58,4523,2.34,35300,0.69,40.15,Medium,False,False,False,False,False,False,False,False,True,False
Russia,2011,Cancer,6.32,4.66,3.48,61+,2,90.8,4.3,4.14,Vaccination,20671,Yes,53.04,1819,1.02,11278,0.55,42.88,Medium,False,False,False,False,False,False,False,False,False,False
Indonesia,2012,Polio,19.22,13.96,8.05,36-60,0,63.31,4.37,5.32,Vaccination,11716,Yes,58.73,4988,6.76,78654,0.68,79.06,Very High,False,False,False,True,False,False,False,False,False,False
Argentina,2005,Malaria,7.04,0.11,5.86,61+,0,93.9,3.7,2.9,Surgery,18264,No,64.12,3890,4.58,12349,0.73,20.28,Medium,True,False,False,False,False,False,False,False,False,False
Turkey,2002,Ebola,1.3,5.78,6.17,36-60,1,91.66,2.0,4.59,Vaccination,36890,No,54.19,2157,8.97,51721,0.58,80.48,Low,False,False,False,False,False,False,False,False,False,False
India,2003,HIV/AIDS,18.13,5.81,6.11,19-35,0,51.4,2.21,5.2,Medication,17394,No,74.55,3136,8.13,27916,0.78,25.05,Very High,False,False,False,False,False,False,True,False,False,False
UK,2020,Hepatitis,2.95,1.86,6.93,19-35,0,98.48,2.96,7.13,Therapy,11963,No,85.09,2161,1.77,5211,0.85,83.11,Low,False,False,True,False,False,False,False,False,False,False
South Africa,2016,Influenza,2.0,5.97,9.59,19-35,0,96.63,4.75,2.88,Vaccination,38967,No,86.56,3938,8.52,53232,0.55,72.62,Low,False,False,False,False,False,False,False,False,False,True
Italy,2011,Asthma,0.14,14.15,2.55,0-18,1,91.97,2.69,0.67,Vaccination,45197,No,87.65,3417,2.45,73801,0.45,23.4,Low,False,False,False,False,False,False,False,False,True,False
Italy,2000,Malaria,10.62,1.03,0.65,0-18,1,99.04,0.55,8.24,Vaccination,14646,Yes,75.55,2624,1.36,982,0.56,50.53,High,False,False,False,False,False,False,False,True,False,False
USA,2003,Zika,15.65,1.28,6.17,61+,2,90.58,3.82,7.79,Surgery,23284,No,96.62,3589,2.31,49307,0.81,66.55,Very High,False,False,False,False,False,False,False,False,True,False
India,2009,Asthma,11.09,0.61,0.19,61+,1,98.45,1.62,1.21,Medication,35639,Yes,74.77,3610,9.78,16646,0.8,28.3,High,False,False,False,False,False,False,False,False,True,False
Indonesia,2014,Measles,13.6,0.51,2.57,0-18,0,71.12,0.59,5.72,Surgery,43185,No,91.99,4867,9.85,36952,0.73,26.8,High,False,False,False,False,False,False,False,False,True,False
South Africa,2014,COVID-19,12.46,10.59,0.54,0-18,2,92.45,0.6,2.19,Medication,14961,No,63.93,4719,9.19,88465,0.5,39.06,High,False,False,False,False,False,False,False,False,False,True
Saudi Arabia,2002,Malaria,10.21,3.68,7.19,19-35,0,79.52,2.16,3.1,Surgery,28337,Yes,95.86,1036,6.4,34233,0.63,58.81,High,False,False,False,False,False,True,False,False,False,False
Canada,2006,Rabies,17.62,9.63,5.58,36-60,0,63.9,3.02,5.86,Surgery,40165,Yes,97.87,3758,2.56,30367,0.78,23.12,Very High,False,False,False,False,True,False,False,False,False,False
USA,2024,Cholera,8.34,0.78,3.4,0-18,2,74.75,4.39,4.93,Medication,1498,No,97.1,338,1.65,36342,0.74,75.98,Medium,False,False,False,False,False,False,False,False,False,False
Indonesia,2024,Measles,0.81,8.49,6.49,36-60,2,85.95,0.61,3.2,Therapy,33596,No,88.32,4735,4.33,56415,0.74,67.79,Low,False,False,False,False,False,True,False,False,False,False
India,2002,Parkinson's Disease,8.39,13.32,7.64,19-35,2,82.12,2.78,8.63,Vaccination,31921,Yes,96.66,298,9.55,51795,0.54,67.42,Medium,True,False,False,False,False,False,False,False,False,False
Indonesia,2012,Rabies,5.61,12.78,8.21,36-60,2,84.26,2.9,3.95,Surgery,4857,No,89.54,4546,1.19,26081,0.41,44.8,Medium,True,False,False,False,False,False,False,False,False,False
France,2015,Tuberculosis,1.0,9.05,5.61,0-18,2,56.68,4.69,8.98,Therapy,8581,Yes,72.35,244,7.99,19340,0.51,64.04,Low,False,False,False,False,False,False,False,False,False,False
Turkey,2004,Diabetes,0.87,3.01,0.11,61+,1,59.12,3.17,6.69,Medication,28837,Yes,55.91,2354,3.96,28661,0.83,79.82,Low,True,False,False,False,False,False,False,False,False,False
Brazil,2009,Cholera,13.45,14.84,7.46,19-35,1,76.47,1.53,5.59,Vaccination,10529,No,65.26,3494,7.16,95683,0.89,86.95,High,False,True,False,False,False,False,False,False,False,False
Australia,2002,Ebola,17.98,5.97,2.88,61+,0,81.35,2.79,1.79,Surgery,22532,Yes,68.48,4855,4.41,28834,0.43,54.55,Very High,False,False,False,True,False,False,False,False,False,False
China,2003,Diabetes,4.27,6.23,6.37,36-60,2,53.95,4.88,5.75,Therapy,6246,No,61.43,3139,5.63,61591,0.59,71.15,Low,False,False,False,False,False,False,False,False,True,False
South Korea,2012,Parkinson's Disease,18.3,10.03,5.74,19-35,0,74.72,1.98,8.44,Vaccination,31199,Yes,56.81,4703,6.52,74929,0.49,30.58,Very High,False,False,False,False,False,True,False,False,False,False
France,2024,Polio,7.89,4.0,4.33,0-18,1,68.04,4.75,2.39,Surgery,36784,No,51.53,2489,8.79,21916,0.83,23.23,Medium,False,False,False,False,False,False,False,False,False,True
Brazil,2017,Zika,11.62,11.35,0.44,61+,1,52.85,1.4,7.46,Therapy,45116,Yes,91.59,215,6.64,9624,0.74,53.47,High,False,False,False,False,False,False,False,False,True,False
Turkey,2015,COVID-19,0.91,2.35,6.22,36-60,1,56.41,4.07,3.49,Vaccination,27834,Yes,98.55,41,5.81,12245,0.41,40.2,Low,False,False,False,True,False,False,False,False,False,False
South Africa,2010,HIV/AIDS,15.42,8.5,7.53,19-35,2,70.88,0.71,4.47,Surgery,39752,No,86.29,4778,8.91,57412,0.45,83.64,Very High,True,False,False,False,False,False,False,False,False,False
South Korea,2020,Diabetes,5.52,12.02,4.57,61+,1,62.58,3.17,5.16,Medication,14751,Yes,74.64,2293,5.62,3741,0.66,68.76,Medium,False,False,True,False,False,False,False,False,False,False
Indonesia,2011,Alzheimer's Disease,13.23,8.9,6.4,19-35,0,98.84,4.31,4.69,Surgery,25257,No,70.73,2148,8.5,48290,0.58,79.54,High,False,False,False,True,False,False,False,False,False,False
South Korea,2013,Leprosy,11.73,5.15,9.39,36-60,0,66.52,4.85,1.88,Medication,11580,No,53.7,1720,2.45,32472,0.85,30.96,High,False,False,False,False,True,False,False,False,False,False
Russia,2005,Hypertension,18.97,7.33,2.9,61+,1,52.31,3.97,5.53,Surgery,12089,Yes,72.65,2346,8.93,15934,0.56,26.73,Very High,False,False,False,False,False,False,False,False,True,False
Australia,2024,Influenza,15.85,11.04,7.32,19-35,1,56.73,4.54,2.62,Vaccination,21716,Yes,71.03,3545,7.51,43165,0.71,89.29,Very High,True,False,False,False,False,False,False,False,False,False
Russia,2004,Hypertension,2.13,12.99,8.87,36-60,0,54.13,4.7,4.71,Medication,18710,No,56.44,4347,8.68,62262,0.6,64.04,Low,False,False,False,False,False,True,False,False,False,False
Mexico,2009,COVID-19,16.76,7.32,8.55,61+,1,62.73,2.89,3.08,Surgery,39356,Yes,59.3,735,8.34,34408,0.74,61.46,Very High,False,False,False,False,False,False,False,False,True,False
France,2014,Asthma,8.88,6.73,6.25,0-18,0,81.12,1.89,8.43,Vaccination,45031,Yes,60.73,3622,4.06,35970,0.45,26.6,Medium,False,False,False,False,False,False,False,False,False,True
Germany,2011,COVID-19,7.78,11.48,8.48,0-18,1,98.78,3.26,7.28,Vaccination,39000,Yes,90.94,2130,4.92,84837,0.88,68.15,Medium,False,True,False,False,False,False,False,False,False,False
Italy,2021,Leprosy,14.21,0.95,4.89,0-18,2,63.69,3.29,3.38,Vaccination,31638,Yes,51.12,4960,3.36,34184,0.76,23.59,High,False,False,False,False,False,False,False,True,False,False
Turkey,2001,Cancer,17.28,9.35,6.4,36-60,1,71.9,4.69,9.7,Surgery,34580,Yes,68.4,297,1.49,20004,0.85,60.84,Very High,False,False,True,False,False,False,False,False,False,False
China,2005,Zika,10.37,9.98,9.52,36-60,0,85.93,3.63,3.31,Therapy,42434,No,90.83,1981,2.33,93065,0.44,89.26,High,False,False,False,False,False,False,False,False,False,False
UK,2000,Measles,17.99,3.44,7.85,61+,0,70.7,3.04,9.35,Vaccination,1128,Yes,90.6,3191,3.64,81205,0.61,69.42,Very High,False,False,False,False,False,False,False,False,False,True
Germany,2024,COVID-19,11.57,4.37,3.56,0-18,2,81.68,3.73,0.87,Vaccination,40335,Yes,56.25,2096,3.94,35316,0.86,42.4,High,False,False,True,False,False,False,False,False,False,False
UK,2010,Diabetes,10.58,12.3,2.37,0-18,0,66.36,1.31,9.32,Surgery,4533,Yes,52.91,4187,3.67,3239,0.52,71.13,High,False,False,False,True,False,False,False,False,False,False
South Korea,2023,Hypertension,10.09,8.03,3.94,61+,1,95.71,4.2,6.31,Surgery,47579,No,60.05,1270,6.26,55368,0.64,78.11,High,False,False,False,False,True,False,False,False,False,False
India,2019,Asthma,11.17,14.48,8.25,36-60,2,63.49,0.64,9.6,Surgery,40044,No,84.35,1097,6.46,15039,0.69,65.13,High,False,False,False,False,False,False,False,False,True,False
Canada,2016,Ebola,17.31,7.01,1.69,61+,0,78.17,1.35,6.41,Surgery,3828,No,70.56,4855,7.3,49755,0.84,54.26,Very High,False,False,False,False,True,False,False,False,False,False
Turkey,2014,Alzheimer's Disease,6.17,8.73,7.74,61+,0,96.55,2.1,3.56,Therapy,5475,No,92.93,1193,9.8,59629,0.72,74.79,Medium,False,False,False,False,True,False,False,False,False,False
Saudi Arabia,2019,Alzheimer's Disease,9.47,10.91,7.4,0-18,0,92.32,1.52,2.64,Medication,25180,Yes,94.27,4443,4.89,47760,0.61,76.41,Medium,False,False,False,False,False,False,False,False,False,False
Japan,2001,Alzheimer's Disease,17.7,7.65,9.56,36-60,2,59.99,3.01,5.79,Surgery,20071,Yes,80.51,2645,8.77,28051,0.76,41.11,Very High,False,True,False,False,False,False,False,False,False,False
UK,2008,Hypertension,14.19,11.88,2.35,61+,0,98.86,3.1,7.96,Surgery,19824,No,77.34,2197,5.39,55040,0.61,83.56,High,False,False,False,False,False,False,False,False,False,False
Canada,2010,Influenza,3.72,4.35,7.96,36-60,1,73.0,1.06,7.81,Vaccination,37299,No,65.06,3925,7.72,39743,0.65,39.84,Low,False,False,False,False,False,False,False,False,False,True
Argentina,2024,Rabies,0.66,4.75,0.58,19-35,0,82.75,1.01,7.31,Therapy,26471,Yes,50.01,422,3.57,82968,0.68,72.75,Low,False,True,False,False,False,False,False,False,False,False
Australia,2009,Tuberculosis,19.93,12.61,6.22,36-60,2,56.6,4.71,5.57,Vaccination,25324,No,65.27,908,7.04,60617,0.48,26.05,Very High,False,False,False,False,False,True,False,False,False,False
South Africa,2004,Ebola,11.13,13.96,7.5,19-35,0,79.95,3.23,8.93,Surgery,24330,Yes,58.52,3817,2.86,86752,0.62,42.6,High,False,False,False,False,False,False,True,False,False,False
South Africa,2015,Polio,16.56,1.91,5.39,19-35,2,92.47,1.33,7.77,Vaccination,30718,No,58.44,2156,3.0,33074,0.41,46.44,Very High,False,False,False,True,False,False,False,False,False,False
Australia,2003,Measles,13.62,5.88,2.9,61+,1,90.61,3.14,4.88,Vaccination,16650,No,58.4,3739,9.92,64000,0.56,84.69,High,False,True,False,False,False,False,False,False,False,False
South Africa,2022,Parkinson's Disease,10.66,6.65,1.63,36-60,1,93.91,5.0,7.11,Medication,2891,No,71.85,3313,7.15,92058,0.81,23.09,High,False,False,False,False,False,False,True,False,False,False
Australia,2020,Malaria,12.89,12.34,1.52,36-60,2,54.73,3.32,5.35,Medication,9153,Yes,85.7,3411,1.03,13201,0.62,34.93,High,False,False,False,True,False,False,False,False,False,False
Canada,2022,Asthma,13.72,1.68,8.63,36-60,1,57.79,2.75,3.61,Vaccination,38216,No,74.69,3866,9.45,38271,0.78,39.93,High,False,False,False,True,False,False,False,False,False,False
Germany,2013,COVID-19,19.73,9.0,6.08,19-35,1,70.25,3.05,1.07,Medication,37491,No,63.43,2042,7.68,35495,0.47,32.22,Very High,False,False,True,False,False,False,False,False,False,False
Argentina,2018,Malaria,16.66,11.3,4.83,36-60,2,93.89,3.8,8.71,Therapy,27720,Yes,89.78,2140,0.64,86646,0.73,53.37,Very High,False,False,False,False,False,False,True,False,False,False
USA,2008,COVID-19,3.38,1.79,9.73,36-60,2,54.92,2.97,8.2,Surgery,6723,No,55.43,3815,9.99,63185,0.54,76.21,Low,False,True,False,False,False,False,False,False,False,False
Argentina,2000,Rabies,18.1,4.28,3.68,61+,1,69.91,4.28,8.41,Vaccination,1781,No,62.28,781,7.09,21773,0.87,80.4,Very High,False,False,False,False,False,False,True,False,False,False
Indonesia,2021,Ebola,9.06,8.01,4.86,0-18,1,72.5,3.24,1.94,Medication,27354,Yes,73.07,3062,0.36,89364,0.45,34.74,Medium,False,False,False,False,False,False,False,False,True,False
UK,2003,Malaria,9.46,1.89,8.11,19-35,1,65.92,2.7,6.67,Surgery,25105,Yes,62.69,672,6.83,27442,0.83,21.12,Medium,False,False,False,False,False,True,False,False,False,False
Nigeria,2005,Rabies,13.72,9.97,2.19,61+,0,81.05,1.49,0.85,Medication,30282,Yes,97.02,2384,1.59,80962,0.73,68.67,High,True,False,False,False,False,False,False,False,False,False
